Document Title,uuid_formula,airtable_uuid,duplicate_flagger
"Provider Preventable Conditions (Non-California, Commercial)",CHIR_IDrecCjqkJZwQf20Y5a-324319-COProvider Preven,recCjqkJZwQf20Y5a,non_duplicate
"Transitional Care Management (Non-California, Commercial)",CHIR_IDrecpqbq1ykrOcTh5v-324320-COTransitional Ca,recpqbq1ykrOcTh5v,non_duplicate
"Treatment Rooms with Office Evaluation and Management Services (Non-California, Commercial)",CHIR_IDrecthCdZIrFSawADn-324321-COTreatment Rooms,recthCdZIrFSawADn,non_duplicate
"Medically Necessary Services (WA Commercial, WA Medicare)",CHIR_IDrecnZZtc68R4I36zZ-324326-WAMedically Neces,recnZZtc68R4I36zZ,non_duplicate
Emergency Department Evaluation and Management (E/M) Services Coding (Professional),CHIR_IDrecfPm8YJV26yUCN4-324371-ILEmergency Depar,recfPm8YJV26yUCN4,non_duplicate
Tresiba,CHIR_IDrecehOFdtE8LEhFDv-324740-AKTresiba,recehOFdtE8LEhFDv,non_duplicate
"Anatomical Modifier Requirement Policy, Professional (Commercial, Individual Exchange)",CHIR_IDrec7fkn91loGFP8bU-324840-AKAnatomical Modi,rec7fkn91loGFP8bU,non_duplicate
"Split Care Surgical Modifiers (Non-California, Commercial)",CHIR_IDrectWMNI46OaJYbfz-324883-COSplit Care Surg,rectWMNI46OaJYbfz,non_duplicate
Split Care Surgical Modifiers (Commercial),CHIR_IDrecJdohJEv39gLuB0-324884-NYSplit Care Surg,recJdohJEv39gLuB0,non_duplicate
"Emergency Department (ED) Professional Claim Coding (WA Commercial, Medicare)",CHIR_IDrecAtDjJ0zlauYQ0Y-325142-WAEmergency Depar,recAtDjJ0zlauYQ0Y,non_duplicate
"Short Stay / 2 Midnight Rule (WA Commercial, Medicare)",CHIR_IDrecI1NL0RxqlxRfB0-325143-WAShort Stay / 2 ,recI1NL0RxqlxRfB0,non_duplicate
"Unspecified ICD-10 CM Diagnosis Codes (WA Commercial, Medicare)",CHIR_IDrecYZSFmXyHm6iSwJ-325147-WAUnspecified ICD,recYZSFmXyHm6iSwJ,non_duplicate
Antidiabetic Agents - Dipeptidyl Peptidase-4 (DPP-4) Inhibitors & DPP-4 Antidiabetic Combinations,CHIR_IDrecQOCEWQ5Uj5CqfT-325202-AZAntidiabetic Ag,recQOCEWQ5Uj5CqfT,non_duplicate
Antidiabetic Agents - Glucagon-like Peptide-1 (GLP-1) Receptor Agonists,CHIR_IDrec0qp7uX9H375U1d-325209-AZAntidiabetic Ag,rec0qp7uX9H375U1d,non_duplicate
Antidiabetic Agents - Sodium-Glucose Co-Transporter 2 (SGLT2) Inhibitors & Antidiabetic Combinations,CHIR_IDrecGIn98fXIixgm67-325215-AZAntidiabetic Ag,recGIn98fXIixgm67,non_duplicate
"Soliqua, Xultophy","CHIR_IDrec4Ux4dMjOitLDzq-325217-AZSoliqua, Xultop",rec4Ux4dMjOitLDzq,non_duplicate
SymlinPen,CHIR_IDrecMKSvqBOzBX7cTe-325224-AZSymlinPen,recMKSvqBOzBX7cTe,non_duplicate
Gender-Affirming Care Coverage Guide - Hormone Therapy (Health Plan),CHIR_IDrecYSXMHAzUNfi4ZR-325283-AKGender-Affirmin,recYSXMHAzUNfi4ZR,non_duplicate
"Multiple Procedure Payment Reduction (MPPR) - Professional Claims (WA Commercial, Medicare)",CHIR_IDrecjHG8YbURtMneqS-325650-WAMultiple Proced,recjHG8YbURtMneqS,non_duplicate
Institutional Reimbursement as Inpatient versus Outpatient,CHIR_IDrec9EuUouvld8OKHy-326037-FLInstitutional R,rec9EuUouvld8OKHy,non_duplicate
Behavioral Health Supervisory Billing,CHIR_IDrecMSp1Mm3KdP5dRU-328236-AKBehavioral Heal,recMSp1Mm3KdP5dRU,non_duplicate
"Age-Based Codes Policy, Professional (Commercial, Individual Exchange)",CHIR_IDrecu9GcyfLNP31liI-328322-AKAge-Based Codes,recu9GcyfLNP31liI,non_duplicate
Adult Wellness,CHIR_IDrec9VsKdI8Jqmm0ey-32833-ILAdult Wellness,rec9VsKdI8Jqmm0ey,non_duplicate
Corrected Claim Form,CHIR_IDrecGFPn9OBjw0Qhg4-328379-TXCorrected Claim,recGFPn9OBjw0Qhg4,non_duplicate
Emergency Department Evaluation and Management (E/M) Services Coding (Facility Services),CHIR_IDrecMebYvaDtZfYJs0-328382-TXEmergency Depar,recMebYvaDtZfYJs0,non_duplicate
Emergency Department Evaluation and Management Services Coding (Professional),CHIR_IDreccwk20AC1Gd6z9i-328383-TXEmergency Depar,reccwk20AC1Gd6z9i,non_duplicate
Evaluation and Management Coding (Professional),CHIR_IDrecmRPvZQnPle17Ta-328384-TXEvaluation and ,recmRPvZQnPle17Ta,non_duplicate
Global Surgical Package,CHIR_IDrecC2L8WkNw3K3h1n-328386-TXGlobal Surgical,recC2L8WkNw3K3h1n,non_duplicate
Inpatient Readmissions,CHIR_IDreco5Ya0ec1rV3bVg-328388-TXInpatient Readm,reco5Ya0ec1rV3bVg,non_duplicate
Laboratory Panel Billing,CHIR_IDrecaiHwYKFxE24y6g-328394-TXLaboratory Pane,recaiHwYKFxE24y6g,non_duplicate
Modifier Reference Policy,CHIR_IDrecKebOV0iaZwhLCs-328395-TXModifier Refere,recKebOV0iaZwhLCs,non_duplicate
"Non-Reimbursable Experimental, Investigational and/or Unproven Services",CHIR_IDrecoHKYj4BrL6wiwP-328396-TXNon-Reimbursabl,recoHKYj4BrL6wiwP,non_duplicate
Observation Services,CHIR_IDrecjcf2N316vLhFmQ-328397-TXObservation Ser,recjcf2N316vLhFmQ,non_duplicate
Outpatient Facility Service(s) Overlapping During an Inpatient Stay,CHIR_IDrec1mPFxtMBxGOSVp-328400-TXOutpatient Faci,rec1mPFxtMBxGOSVp,non_duplicate
Outpatient Services Prior to Inpatient Admission,CHIR_IDrecU9UTtSIgxUUvJ7-328402-TXOutpatient Serv,recU9UTtSIgxUUvJ7,non_duplicate
Telemedicine and Telehealth/Virtual Health Care Services,CHIR_IDrec1NWmAuNnkOsQOm-328429-TXTelemedicine an,rec1NWmAuNnkOsQOm,non_duplicate
"Therapeutic, Prophylactic and Diagnostic Injection and Infusion","CHIR_IDrecppRCMKHOnf2HSz-328430-TXTherapeutic, Pr",recppRCMKHOnf2HSz,non_duplicate
Unbundling Policy Professional Providers,CHIR_IDrecjYzX7EkEwkp0CO-328433-TXUnbundling Poli,recjYzX7EkEwkp0CO,non_duplicate
Unlisted/Not Otherwise Classified Coding,CHIR_IDrecsZHQfd99vqcLjN-328434-TXUnlisted/Not Ot,recsZHQfd99vqcLjN,non_duplicate
Donislecel (Lantidra) Allogenic Islet Cell Transplant (Commercial),CHIR_IDrecHB0ERE1Pzkzqpc-328619-FLDonislecel (Lan,recHB0ERE1Pzkzqpc,non_duplicate
Diabetes Mellitus Testing (Commercial),CHIR_IDreca9L20XygU1oJnJ-328662-ILDiabetes Mellit,reca9L20XygU1oJnJ,non_duplicate
Outpatient Facility Alternate Procedure Code Reimbursement,CHIR_IDrec22d12gq7Ma2jZ2-329376-FLOutpatient Faci,rec22d12gq7Ma2jZ2,non_duplicate
Reimbursement for services provided by unlicensed clinical behavioral health providers actively seeking licensure in Colorado,CHIR_IDreckglguhfs3PRNm2-329398-COReimbursement f,reckglguhfs3PRNm2,non_duplicate
Anthem Blue Cross and Blue Shield will begin reimbursing for services provided by unlicensed clinical behavioral health providers actively seeking licensure in New Hampshire,CHIR_IDrec9sdZlqwUcSi3vW-329399-NHAnthem Blue Cro,rec9sdZlqwUcSi3vW,non_duplicate
Preventive Care Coverage,CHIR_IDrec2DwKxoB4oqqZ63-32940-AKPreventive Care,rec2DwKxoB4oqqZ63,non_duplicate
Lantidra,CHIR_IDrecrsG9fxyvPR7296-329534-ARLantidra,recrsG9fxyvPR7296,non_duplicate
Non-Specific Gene Therapy,CHIR_IDrecD7RE418fsy3xjs-329547-AKNon-Specific Ge,recD7RE418fsy3xjs,non_duplicate
Home Health and In-home Palliative Care Services,CHIR_IDrecaolUYKwBLdVwIk-329561-WAHome Health and,recaolUYKwBLdVwIk,non_duplicate
Transfer Diagnosis Related Group,CHIR_IDrecM0vVrwUERlskWw-330064-ILTransfer Diagno,recM0vVrwUERlskWw,non_duplicate
Genetic Tests: Once per Lifetime (Medicare Advantage),CHIR_IDrecQHL0yEJgcEVyZZ-330130-NYGenetic Tests: ,recQHL0yEJgcEVyZZ,non_duplicate
West Virginia Medical,CHIR_IDrecDmnbn5x0EWukHb-330456-WVWest Virginia M,recDmnbn5x0EWukHb,non_duplicate
"ICD-10 CM Diagnosis Code Combinations (Excludes1) (WA Commercial, Medicare)",CHIR_IDrec1z5eFg6pzAXO7t-330531-WAICD-10 CM Diagn,rec1z5eFg6pzAXO7t,non_duplicate
Mounjaro,CHIR_IDrec7A2CyV9WPmL81m-330676-AKMounjaro,rec7A2CyV9WPmL81m,non_duplicate
Anatomical Modifier Requirement Policy,CHIR_IDrecmPHiKPyVG4PwX8-331200-FLAnatomical Modi,recmPHiKPyVG4PwX8,non_duplicate
Preventive Care Services: Vaccine Codes,CHIR_IDrecFWke31iukKmKq9-331582-AKPreventive Care,recFWke31iukKmKq9,non_duplicate
"Behavioral Health Add-On Codes (WA Commercial, Medicare)",CHIR_IDrecdd7t9ybVYdLIep-331803-WABehavioral Heal,recdd7t9ybVYdLIep,non_duplicate
CMS Policy Hierarchies and Application (eviCore),CHIR_IDrecemBcnVGYWaDSZY-331974-AKCMS Policy Hier,recemBcnVGYWaDSZY,non_duplicate
"Prolonged Services (WA Commercial, Medicare)",CHIR_IDrecp9t97W8tabQ8gn-332001-WAProlonged Servi,recp9t97W8tabQ8gn,non_duplicate
"Clinical Practice Guidelines (Indiana) (Commercial, Medicaid)",CHIR_IDrecWtUPIxveDBjyMD-332413-INClinical Practi,recWtUPIxveDBjyMD,non_duplicate
Limited Distribution Drugs (LDD),CHIR_IDrechAgVsnF2TwAwit-333608-FLLimited Distrib,rechAgVsnF2TwAwit,non_duplicate
In Network Specialty Pharmacies,CHIR_IDrechOQLmaDMdBtNNA-333615-ILIn Network Spec,rechOQLmaDMdBtNNA,non_duplicate
Benefit Updates Based on New Illinois Laws,CHIR_IDrecKQzpRmrYEEgbSN-333640-ILBenefit Updates,recKQzpRmrYEEgbSN,non_duplicate
Rapid to Intermediate Acting InsulinÂ (Commercial),CHIR_IDrec2eYCXCQd9J5lVg-333769-FLRapid to Interm,rec2eYCXCQd9J5lVg,non_duplicate
Small Group Medical Product Drug List (CO Health Plan),CHIR_IDrecllPDFvcUodePTo-333874-COSmall Group Med,recllPDFvcUodePTo,non_duplicate
"Antidiabetic GLP-1, GIP-GLP-1 Agonist",CHIR_IDreckXzEjKdsBB3o5Y-333904-AKAntidiabetic GL,reckXzEjKdsBB3o5Y,non_duplicate
Prescription Drugs for Serious Mental Illnesses,CHIR_IDrecslRzhbDdd7jCLH-334310-ARPrescription Dr,recslRzhbDdd7jCLH,non_duplicate
Agents for Autoimmune Conditions - Medical Benefit Preferred Physician Administered Drug Exceptions Criteria,CHIR_IDrecfHI6ZEnPaLQwkH-335099-ARAgents for Auto,recfHI6ZEnPaLQwkH,non_duplicate
New Mexico Essential Plus Prescription Drug List (Health Plan),CHIR_IDrec8yFb6FSYOt8MA1-336229-NMNew Mexico Esse,rec8yFb6FSYOt8MA1,non_duplicate
New Jersey Essential Plus Prescription Drug List (Health Plan),CHIR_IDrecUSRkewczmWLSy1-336230-NJNew Jersey Esse,recUSRkewczmWLSy1,non_duplicate
South Carolina Individual & Family Plans Prescription Drug List (Health Plan),CHIR_IDrecKpxmFrfHCNWe4Y-336232-SCSouth Carolina ,recKpxmFrfHCNWe4Y,non_duplicate
Claims Overpayment Refund Form (Commercial),CHIR_IDreciYqIKpwwBirpEe-336518-AKClaims Overpaym,reciYqIKpwwBirpEe,non_duplicate
"Contrast and Radiopharmaceutical Materials (Commercial, Individual Exchange)",CHIR_IDrecbr0m0xAk1pTSbv-336519-AKContrast and Ra,recbr0m0xAk1pTSbv,non_duplicate
"Skilled Nursing Facilities Clinical and Therapy Request Form (Commercial, Medicare)",CHIR_IDrecYRYtwaZcNov4dX-336520-AKSkilled Nursing,recYRYtwaZcNov4dX,non_duplicate
Arizona Health Care Services (Commercial),CHIR_IDrecmGPbtUPHckKLWu-336522-AZArizona Health ,recmGPbtUPHckKLWu,non_duplicate
"Medications, DME, Medical Devices (Arizona Commercial)","CHIR_IDrecYy5AsLTDjdo8BR-336523-AZMedications, DM",recYy5AsLTDjdo8BR,non_duplicate
"Prescription Drugs Prior (Illinois, Commercial)",CHIR_IDrecbrRb9jfqJqbIzr-336525-ILPrescription Dr,recbrRb9jfqJqbIzr,non_duplicate
Prescription Prior Authorization (Louisiana Commercial),CHIR_IDrecsm1Hkd41cvAE53-336528-LAPrescription Pr,recsm1Hkd41cvAE53,non_duplicate
Prescription Prior Authorization (Massachusetts Commercial),CHIR_IDrecISZ3PUGccQgOt8-336535-MAPrescription Pr,recISZ3PUGccQgOt8,non_duplicate
Prescription Drug (Michigan Commercial),CHIR_IDrecY56HyDophRbdJM-336541-MIPrescription Dr,recY56HyDophRbdJM,non_duplicate
Oncology Step Therapy Exception Prior Authorization (Nevada Commercial),CHIR_IDrecUN9kxaMMNrgtNf-336544-NVOncology Step T,recUN9kxaMMNrgtNf,non_duplicate
"Prescription Prior Authorization (New Hampshire, Commercial)",CHIR_IDrec1V9RETW5OY4y4K-336545-NHPrescription Pr,rec1V9RETW5OY4y4K,non_duplicate
"Predetermination (New York, Commercial)",CHIR_IDrecnQc68MyMFSblDr-336547-NYPredeterminatio,recnQc68MyMFSblDr,non_duplicate
Health Care Services (Texas Commercial),CHIR_IDreckAD3motJSkekvR-336551-TXHealth Care Ser,reckAD3motJSkekvR,non_duplicate
Prescription Drug Benefits (Texas Commercial),CHIR_IDrecPatvdMbMOY54Lz-336552-TXPrescription Dr,recPatvdMbMOY54Lz,non_duplicate
Arizona PA Form (Individual Exchange),CHIR_IDrecSwg7tGJy35aDkk-336591-AZArizona PA Form,recSwg7tGJy35aDkk,non_duplicate
Automated Insulin Delivery Systems,CHIR_IDrecxEeaNleFA1KtF5-337079-CAAutomated Insul,recxEeaNleFA1KtF5,non_duplicate
External Insulin Pumps,CHIR_IDrecgw2WGQ6wtoJcmH-337084-CAExternal Insuli,recgw2WGQ6wtoJcmH,non_duplicate
Small Group Specialty Medication Cost Share List (CO Health Plan),CHIR_IDrecew1gNbn7BGNzcZ-337271-COSmall Group Spe,recew1gNbn7BGNzcZ,non_duplicate
Sodium Glucose Co-Transporter-2 (SGLT-2) Inhibitors and SGLT-2 / metformin combinations,CHIR_IDrecqN1PRfGnXAG7ke-337978-AKSodium Glucose ,recqN1PRfGnXAG7ke,non_duplicate
CarelonRx Exclusive Specialty List (NY Health Plan),CHIR_IDrecS30VdVu3d1CxEI-338390-NYCarelonRx Exclu,recS30VdVu3d1CxEI,non_duplicate
National Direct Plus Three Tier Drug List (Health Plan),CHIR_IDrecDswhJBAPd4hASh-338588-AKNational Direct,recDswhJBAPd4hASh,non_duplicate
National Direct Plus Three Tier Drug List (VA Health Plan),CHIR_IDrecIh2zwq9h53LZ2p-338589-VANational Direct,recIh2zwq9h53LZ2p,non_duplicate
National Direct Plus Drug List 4-Tier (Health Plan),CHIR_IDrecXjm1c2bkYh8GVy-338594-AKNational Direct,recXjm1c2bkYh8GVy,non_duplicate
National Direct Plus Four Tier Drug List (VA Health Plan),CHIR_IDreclAUuV42FGOAApM-338726-VANational Direct,reclAUuV42FGOAApM,non_duplicate
National Direct Plus Five Tier Drug List (Health Plan),CHIR_IDrecJLv2IArsuwF2bz-338727-AKNational Direct,recJLv2IArsuwF2bz,non_duplicate
National Direct Plus Five Tier Drug List (VA Health Plan),CHIR_IDrecM1Dvq5HoPDeJEc-338729-VANational Direct,recM1Dvq5HoPDeJEc,non_duplicate
Select Zero Dollar Copay Drug List,CHIR_IDrecosveFVAJcNX3Dd-338735-AKSelect Zero Dol,recosveFVAJcNX3Dd,non_duplicate
Select Zero Dollar Copay Drug List (VA),CHIR_IDrecMWaYHzxB8BtA8M-338736-VASelect Zero Dol,recMWaYHzxB8BtA8M,non_duplicate
Applied Behavioral Analysis Treating Board Certified Behavioral Analyst Change,CHIR_IDrecdzS6HtWhF8kleQ-338866-TXApplied Behavio,recdzS6HtWhF8kleQ,non_duplicate
Therapeutic Duplication - Administrative Override,CHIR_IDrecdekMknMP07bhgU-338925-AKTherapeutic Dup,recdekMknMP07bhgU,non_duplicate
Provider Check and Voucher Request Form,CHIR_IDrecjT1gFKTGjIuLCF-338956-TXProvider Check ,recjT1gFKTGjIuLCF,non_duplicate
Diabetes,CHIR_IDrecH367lL13MO1qg6-339540-AKDiabetes,recH367lL13MO1qg6,non_duplicate
Human Immunodeficiency Virus (HIV),CHIR_IDrecNiir7zxADCHMsH-339550-AKHuman Immunodef,recNiir7zxADCHMsH,non_duplicate
Persons with Disabilities,CHIR_IDrecOIilotbbBlGAZ8-339580-AKPersons with Di,recOIilotbbBlGAZ8,non_duplicate
Preventive Pediatric Health Care Screening,CHIR_IDrecYjzIE1aTzUHmO1-339582-AKPreventive Pedi,recYjzIE1aTzUHmO1,non_duplicate
Preventive Services,CHIR_IDrecoHxvoD8AUHSudQ-339583-AKPreventive Serv,recoHxvoD8AUHSudQ,non_duplicate
Sickle Cell Disease,CHIR_IDrecT7cAsBHwwleYsF-339589-AKSickle Cell Dis,recT7cAsBHwwleYsF,non_duplicate
Special Health Care Needs,CHIR_IDrecELIaePOkG4Elox-339602-AKSpecial Health ,recELIaePOkG4Elox,non_duplicate
Select PreventiveRx Plus Plan (IN),CHIR_IDrecyLSBpUmDckey97-339663-INSelect Preventi,recyLSBpUmDckey97,non_duplicate
"HEDIS ECDS Coding Booklet 2024 (WI Medicaid, WI Medicare)",CHIR_IDrecmq6y2iq3DjngQo-339750-ALHEDIS ECDS Codi,recmq6y2iq3DjngQo,non_duplicate
Temporary Coverage for Drug Shortage Drug List,CHIR_IDrecXohUdRwqrbltOH-339758-AKTemporary Cover,recXohUdRwqrbltOH,non_duplicate
Individual and Family Plans Zero Cost-Share Medication List (Health Plan),CHIR_IDrecSm43pZA5EOSEwP-339760-ALIndividual and ,recSm43pZA5EOSEwP,non_duplicate
Wisconsin Individual and Family Plans Prescription Drug List (Health Plan),CHIR_IDrecAO4neLd050qPF5-339769-WIWisconsin Indiv,recAO4neLd050qPF5,non_duplicate
Specialty Medications Not Eligible for Coupons and their Lower-Cost Alternatives (Health Plan),CHIR_IDrec6OUlFNfhX1uV1r-339771-AKSpecialty Medic,rec6OUlFNfhX1uV1r,non_duplicate
Colorado Small Group Specialty Medication Cost Share Drug List (CO Health Plan),CHIR_IDrecOk0HGkrGWW0zAr-339772-COColorado Small ,recOk0HGkrGWW0zAr,non_duplicate
Commercial Vital Medications List (Health Plan),CHIR_IDrecnGnGtH4gJ3iFDH-339774-AKCommercial Vita,recnGnGtH4gJ3iFDH,non_duplicate
BioPlus Exclusive Specialty Drug List,CHIR_IDrecbXt6ybaizV2s60-339793-AKBioPlus Exclusi,recbXt6ybaizV2s60,non_duplicate
ACA Preventive Care Drug List (ME),CHIR_IDrecP4cat7x5duBfc7-339805-MEACA Preventive ,recP4cat7x5duBfc7,non_duplicate
National Direct Plus Drug List Medication Alternatives (Health Plan),CHIR_IDreckw5o2p2yNIrlQU-339993-AKNational Direct,reckw5o2p2yNIrlQU,non_duplicate
National Direct Plus Drug List Medication Alternatives (VA Health Plan),CHIR_IDrecanNjzLDWs4aaxd-339994-VANational Direct,recanNjzLDWs4aaxd,non_duplicate
PreventiveRx Drug List Legacy PreventiveRx Plus Plan (National Direct) (Health Plan),CHIR_IDrech96jOtX3ZJtFuu-340021-AKPreventiveRx Dr,rech96jOtX3ZJtFuu,non_duplicate
PreventiveRx Enhanced Drug List Enhanced Plan (National Direct Drug List) (VA Health Plan),CHIR_IDrecq2raDki7XyXT8E-340022-VAPreventiveRx En,recq2raDki7XyXT8E,non_duplicate
PreventiveRx Plus Drug List PreventiveRx Plus Plan (National Direct Plus) (VA Health Plan),CHIR_IDrec2QGwcxPkQKOTb5-340023-VAPreventiveRx Pl,rec2QGwcxPkQKOTb5,non_duplicate
PreventiveRx Plus Drug List (National Direct Plus) (Health Plan),CHIR_IDrecXkvdKzjCJNo8wv-340024-AKPreventiveRx Pl,recXkvdKzjCJNo8wv,non_duplicate
PreventiveRx Plus Drug List Legacy PreventiveRx Plus Plan (National Direct Plus) (Health Plan),CHIR_IDrec7Brfy2pQ2tIYDy-340025-AKPreventiveRx Pl,rec7Brfy2pQ2tIYDy,non_duplicate
PreventiveRx Enhanced Drug List Enhanced Plan (National Direct Plus Drug List) (Health Plan),CHIR_IDrechg7Pk4G5dr0iVc-340026-AKPreventiveRx En,rechg7Pk4G5dr0iVc,non_duplicate
BioPlus Specialty Pharmacy Exclusive Specialty Drug List (Health Plan),CHIR_IDrecBA8FgccyacTmuW-340027-AKBioPlus Special,recBA8FgccyacTmuW,non_duplicate
National Direct Plus Drug List Medication Alternatives (NY Health Plan),CHIR_IDrecd3c5iUE6VF37bu-340028-NYNational Direct,recd3c5iUE6VF37bu,non_duplicate
National Direct Plus 3-Tier Drug List (NY Health Plan),CHIR_IDrecw7qG1zicXI3XRj-340029-NYNational Direct,recw7qG1zicXI3XRj,non_duplicate
PreventiveRx Plus Drug List Legacy PreventiveRx Plus Plan (National Direct Plus) (NY Health Plan),CHIR_IDrecCpVjnV5XSYm5Zi-340031-NYPreventiveRx Pl,recCpVjnV5XSYm5Zi,non_duplicate
PreventiveRx Plus Drug List PreventiveRx Plus Plan (National Direct Plus) (NY Health Plan),CHIR_IDrecytJACHMKpOq3JQ-340032-NYPreventiveRx Pl,recytJACHMKpOq3JQ,non_duplicate
PreventiveRx Enhanced Drug List Enhanced Plan (National Direct Plus Drug List) (NY Health Plan),CHIR_IDreckHDVkDypXncI9P-340033-NYPreventiveRx En,reckHDVkDypXncI9P,non_duplicate
BioPlus Specialty Pharmacy Exclusive Specialty Drug List (NY Health Plan),CHIR_IDrecWCODhXOBV4GXa8-340034-NYBioPlus Special,recWCODhXOBV4GXa8,non_duplicate
Provider and Behavioral Health Manual - All Regions,CHIR_IDrec0eAJSeqMVosJ5N-340103-AKProvider and Be,rec0eAJSeqMVosJ5N,non_duplicate
Provider Manual State Supplement,CHIR_IDrecYof3VdUxeE9aGE-340104-AKProvider Manual,recYof3VdUxeE9aGE,non_duplicate
City of Cincinnati Essential Drug List (Health Plan),CHIR_IDrec0jINF9aiAcX46p-340116-OHCity of Cincinn,rec0jINF9aiAcX46p,non_duplicate
National Direct Plus Drug List Medication Alternatives (CA Health Plan),CHIR_IDrectnrz975gMiN1PN-340142-CANational Direct,rectnrz975gMiN1PN,non_duplicate
National Direct Plus Three Tier Drug List (CDI) (CA Health Plan),CHIR_IDrecCplNqUTNOw7Gk1-340143-CANational Direct,recCplNqUTNOw7Gk1,non_duplicate
National Direct Plus Three Tier Drug List (DMHC) (CA Health Plan),CHIR_IDrecp5asgnfXgYupGn-340144-CANational Direct,recp5asgnfXgYupGn,non_duplicate
National Direct Plus Four Tier Drug List (CDI) (CA Health Plan),CHIR_IDreceHtM6yzL9j605R-340145-CANational Direct,receHtM6yzL9j605R,non_duplicate
National Direct Plus Four Tier Drug List (DMHC) (CA Health Plan),CHIR_IDreczS9qj7x3kMOUkQ-340146-CANational Direct,reczS9qj7x3kMOUkQ,non_duplicate
National Direct Plus Five Tier Drug List (CDI) (CA Health Plan),CHIR_IDrecIaL1Nz4fkX7Q0K-340147-CANational Direct,recIaL1Nz4fkX7Q0K,non_duplicate
National Direct Plus Five Tier Drug List (DMHC) (CA Health Plan),CHIR_IDrecfdJ3axcW39UWRh-340148-CANational Direct,recfdJ3axcW39UWRh,non_duplicate
PreventiveRx Plus Drug List (National Direct Plus) (CA Health Plan),CHIR_IDrecl75YxpeYGxkZzD-340149-CAPreventiveRx Pl,recl75YxpeYGxkZzD,non_duplicate
PreventiveRx Plus Drug List Legacy (National Direct Plus) (CA Health Plan),CHIR_IDrec104H72Sf4ah39s-340150-CAPreventiveRx Pl,rec104H72Sf4ah39s,non_duplicate
PreventiveRx Enhanced Drug List Enhanced Plan (National Direct Plus) (CA Health Plan),CHIR_IDrec1uAcenY33YiyfT-340151-CAPreventiveRx En,rec1uAcenY33YiyfT,non_duplicate
BioPlus Specialty Pharmacy Exclusive Specialty Drug List (CA Health Plan),CHIR_IDrec9aUdOkSGo5XWHP-340152-CABioPlus Special,rec9aUdOkSGo5XWHP,non_duplicate
Essential Three Tier Drug List (CT Health Plan),CHIR_IDrec0MkZusHHkMr4jb-340165-CTEssential Three,rec0MkZusHHkMr4jb,non_duplicate
Essential Four Tier Drug List (CT Health Plan),CHIR_IDrecVgqiEQTkZt7JRc-340166-CTEssential Four ,recVgqiEQTkZt7JRc,non_duplicate
Essential Five Tier Drug List (CT Health Plan),CHIR_IDrecHcFyhRatGtPGP6-340167-CTEssential Five ,recHcFyhRatGtPGP6,non_duplicate
National Three Tier Drug List (CT Health Plan),CHIR_IDrecMJhhz87iQbHt92-340168-CTNational Three ,recMJhhz87iQbHt92,non_duplicate
National Four Tier Drug List (CT Health Plan),CHIR_IDreccmzzx65LnZIXt9-340169-CTNational Four T,reccmzzx65LnZIXt9,non_duplicate
National Five Tier Drug List (CT Health Plan),CHIR_IDrecjLa8k9cTPozwC3-340170-CTNational Five T,recjLa8k9cTPozwC3,non_duplicate
National Closed Drug List (CT Health Plan),CHIR_IDrecBD0sIDvrSaHGJm-340171-CTNational Closed,recBD0sIDvrSaHGJm,non_duplicate
National Direct Three Tier Drug List (CT Health Plan),CHIR_IDrecKVNeqKrxgH5uVT-340172-CTNational Direct,recKVNeqKrxgH5uVT,non_duplicate
National Direct Four Tier Drug List (CT Health Plan),CHIR_IDrectWyFr6zKuzgTAT-340173-CTNational Direct,rectWyFr6zKuzgTAT,non_duplicate
National Direct Five Tier Drug List (CT Health Plan),CHIR_IDrecrFMy3o0LqaQyMU-340174-CTNational Direct,recrFMy3o0LqaQyMU,non_duplicate
National Direct Plus Three Tier Drug List (CT Health Plan),CHIR_IDrec92sLOCLKDGxhdN-340175-CTNational Direct,rec92sLOCLKDGxhdN,non_duplicate
National Direct Plus Four Tier Drug List (CT Health Plan),CHIR_IDrec4HS3Z6DgdQikQ6-340176-CTNational Direct,rec4HS3Z6DgdQikQ6,non_duplicate
National Direct Plus Five Tier Drug List (CT Health Plan),CHIR_IDrecG28JufdSqXQChT-340177-CTNational Direct,recG28JufdSqXQChT,non_duplicate
Traditional Three Tier Drug List (CT Health Plan),CHIR_IDreczLobY6muPQEU3N-340179-CTTraditional Thr,reczLobY6muPQEU3N,non_duplicate
Traditional Four Tier Drug List (CT Health Plan),CHIR_IDrecFYRU4rrf6Lp7Ta-340180-CTTraditional Fou,recFYRU4rrf6Lp7Ta,non_duplicate
Traditional Five Tier Drug List (CT Health Plan),CHIR_IDrecPNFjdSaxwsVElj-340181-CTTraditional Fiv,recPNFjdSaxwsVElj,non_duplicate
"Anesthesia Reimbursement, Professional (Commercial, Individual Exchange)",CHIR_IDrecEINMOGQHujxX1w-340259-AKAnesthesia Reim,recEINMOGQHujxX1w,non_duplicate
Modifier Usage - Professional (Commercial),CHIR_IDrecUdnu6y6Kc9hiMt-340653-NYModifier Usage ,recUdnu6y6Kc9hiMt,non_duplicate
Modifier Usage - Facility (Commercial),CHIR_IDrecadoo2ZxMFquRHp-340658-NYModifier Usage ,recadoo2ZxMFquRHp,non_duplicate
Clinical Criteria (Alabama),CHIR_IDrecqR5bH0unDs7QgN-340768-ALClinical Criter,recqR5bH0unDs7QgN,non_duplicate
