Document Title,Policy subpart,uuid_formula,airtable_uuid,Implanted_Type,CGM_count
Mounjaro,,CHIR_IDrec7A2CyV9WPmL81m-330676-AKMounjaro,rec7A2CyV9WPmL81m,no devices,0
"Behavioral Health Add-On Codes (WA Commercial, Medicare)",,CHIR_IDrecdd7t9ybVYdLIep-331803-WABehavioral Heal,recdd7t9ybVYdLIep,no devices,0
CMS Policy Hierarchies and Application (eviCore),,CHIR_IDrecemBcnVGYWaDSZY-331974-AKCMS Policy Hier,recemBcnVGYWaDSZY,no devices,0
"Prolonged Services (WA Commercial, Medicare)",,CHIR_IDrecp9t97W8tabQ8gn-332001-WAProlonged Servi,recp9t97W8tabQ8gn,no devices,0
Small Group Medical Product Drug List (CO Health Plan),,CHIR_IDrecllPDFvcUodePTo-333874-COSmall Group Med,recllPDFvcUodePTo,no devices,0
"Antidiabetic GLP-1, GIP-GLP-1 Agonist",,CHIR_IDreckXzEjKdsBB3o5Y-333904-AKAntidiabetic GL,reckXzEjKdsBB3o5Y,no devices,0
Prescription Drugs for Serious Mental Illnesses,,CHIR_IDrecslRzhbDdd7jCLH-334310-ARPrescription Dr,recslRzhbDdd7jCLH,no devices,0
Agents for Autoimmune Conditions - Medical Benefit Preferred Physician Administered Drug Exceptions Criteria,,CHIR_IDrecfHI6ZEnPaLQwkH-335099-ARAgents for Auto,recfHI6ZEnPaLQwkH,no devices,0
New Mexico Essential Plus Prescription Drug List (Health Plan),,CHIR_IDrec8yFb6FSYOt8MA1-336229-NMNew Mexico Esse,rec8yFb6FSYOt8MA1,non-implanted only,3
New Jersey Essential Plus Prescription Drug List (Health Plan),,CHIR_IDrecUSRkewczmWLSy1-336230-NJNew Jersey Esse,recUSRkewczmWLSy1,non-implanted only,4
South Carolina Individual & Family Plans Prescription Drug List (Health Plan),,CHIR_IDrecKpxmFrfHCNWe4Y-336232-SCSouth Carolina ,recKpxmFrfHCNWe4Y,non-implanted only,4
"Prescription Prior Authorization (New Hampshire, Commercial)",,CHIR_IDrec1V9RETW5OY4y4K-336545-NHPrescription Pr,rec1V9RETW5OY4y4K,no devices,0
Small Group Specialty Medication Cost Share List (CO Health Plan),,CHIR_IDrecew1gNbn7BGNzcZ-337271-COSmall Group Spe,recew1gNbn7BGNzcZ,no devices,0
Sodium Glucose Co-Transporter-2 (SGLT-2) Inhibitors and SGLT-2 / metformin combinations,,CHIR_IDrecqN1PRfGnXAG7ke-337978-AKSodium Glucose ,recqN1PRfGnXAG7ke,no devices,0
National Direct Plus Three Tier Drug List (Health Plan),,CHIR_IDrecDswhJBAPd4hASh-338588-AKNational Direct,recDswhJBAPd4hASh,both implanted and non-implanted,6
National Direct Plus Three Tier Drug List (VA Health Plan),,CHIR_IDrecIh2zwq9h53LZ2p-338589-VANational Direct,recIh2zwq9h53LZ2p,both implanted and non-implanted,6
National Direct Plus Drug List 4-Tier (Health Plan),,CHIR_IDrecXjm1c2bkYh8GVy-338594-AKNational Direct,recXjm1c2bkYh8GVy,both implanted and non-implanted,6
National Direct Plus Four Tier Drug List (VA Health Plan),,CHIR_IDreclAUuV42FGOAApM-338726-VANational Direct,reclAUuV42FGOAApM,both implanted and non-implanted,6
National Direct Plus Five Tier Drug List (Health Plan),,CHIR_IDrecJLv2IArsuwF2bz-338727-AKNational Direct,recJLv2IArsuwF2bz,both implanted and non-implanted,6
National Direct Plus Five Tier Drug List (VA Health Plan),,CHIR_IDrecM1Dvq5HoPDeJEc-338729-VANational Direct,recM1Dvq5HoPDeJEc,both implanted and non-implanted,6
Therapeutic Duplication - Administrative Override,,CHIR_IDrecdekMknMP07bhgU-338925-AKTherapeutic Dup,recdekMknMP07bhgU,no devices,0
Temporary Coverage for Drug Shortage Drug List,,CHIR_IDrecXohUdRwqrbltOH-339758-AKTemporary Cover,recXohUdRwqrbltOH,no devices,0
Individual and Family Plans Zero Cost-Share Medication List (Health Plan),,CHIR_IDrecSm43pZA5EOSEwP-339760-ALIndividual and ,recSm43pZA5EOSEwP,no devices,0
Wisconsin Individual and Family Plans Prescription Drug List (Health Plan),,CHIR_IDrecAO4neLd050qPF5-339769-WIWisconsin Indiv,recAO4neLd050qPF5,non-implanted only,4
Specialty Medications Not Eligible for Coupons and their Lower-Cost Alternatives (Health Plan),,CHIR_IDrec6OUlFNfhX1uV1r-339771-AKSpecialty Medic,rec6OUlFNfhX1uV1r,no devices,0
Colorado Small Group Specialty Medication Cost Share Drug List (CO Health Plan),,CHIR_IDrecOk0HGkrGWW0zAr-339772-COColorado Small ,recOk0HGkrGWW0zAr,no devices,0
Commercial Vital Medications List (Health Plan),,CHIR_IDrecnGnGtH4gJ3iFDH-339774-AKCommercial Vita,recnGnGtH4gJ3iFDH,no devices,0
National Direct Plus Drug List Medication Alternatives (Health Plan),,CHIR_IDreckw5o2p2yNIrlQU-339993-AKNational Direct,reckw5o2p2yNIrlQU,non-implanted only,2
National Direct Plus Drug List Medication Alternatives (VA Health Plan),,CHIR_IDrecanNjzLDWs4aaxd-339994-VANational Direct,recanNjzLDWs4aaxd,non-implanted only,2
National Direct Plus Drug List Medication Alternatives (NY Health Plan),,CHIR_IDrecd3c5iUE6VF37bu-340028-NYNational Direct,recd3c5iUE6VF37bu,non-implanted only,2
National Direct Plus 3-Tier Drug List (NY Health Plan),,CHIR_IDrecw7qG1zicXI3XRj-340029-NYNational Direct,recw7qG1zicXI3XRj,both implanted and non-implanted,6
Provider and Behavioral Health Manual - All Regions,,CHIR_IDrec0eAJSeqMVosJ5N-340103-AKProvider and Be,rec0eAJSeqMVosJ5N,no devices,0
Provider Manual State Supplement,,CHIR_IDrecYof3VdUxeE9aGE-340104-AKProvider Manual,recYof3VdUxeE9aGE,no devices,0
City of Cincinnati Essential Drug List (Health Plan),,CHIR_IDrec0jINF9aiAcX46p-340116-OHCity of Cincinn,rec0jINF9aiAcX46p,non-implanted only,6
National Direct Plus Drug List Medication Alternatives (CA Health Plan),,CHIR_IDrectnrz975gMiN1PN-340142-CANational Direct,rectnrz975gMiN1PN,non-implanted only,2
National Direct Plus Three Tier Drug List (CDI) (CA Health Plan),,CHIR_IDrecCplNqUTNOw7Gk1-340143-CANational Direct,recCplNqUTNOw7Gk1,both implanted and non-implanted,6
National Direct Plus Three Tier Drug List (DMHC) (CA Health Plan),,CHIR_IDrecp5asgnfXgYupGn-340144-CANational Direct,recp5asgnfXgYupGn,both implanted and non-implanted,5
National Direct Plus Four Tier Drug List (CDI) (CA Health Plan),,CHIR_IDreceHtM6yzL9j605R-340145-CANational Direct,receHtM6yzL9j605R,both implanted and non-implanted,6
National Direct Plus Four Tier Drug List (DMHC) (CA Health Plan),,CHIR_IDreczS9qj7x3kMOUkQ-340146-CANational Direct,reczS9qj7x3kMOUkQ,both implanted and non-implanted,6
National Direct Plus Five Tier Drug List (CDI) (CA Health Plan),,CHIR_IDrecIaL1Nz4fkX7Q0K-340147-CANational Direct,recIaL1Nz4fkX7Q0K,both implanted and non-implanted,6
National Direct Plus Five Tier Drug List (DMHC) (CA Health Plan),,CHIR_IDrecfdJ3axcW39UWRh-340148-CANational Direct,recfdJ3axcW39UWRh,both implanted and non-implanted,6
Essential Three Tier Drug List (CT Health Plan),,CHIR_IDrec0MkZusHHkMr4jb-340165-CTEssential Three,rec0MkZusHHkMr4jb,non-implanted only,6
Essential Four Tier Drug List (CT Health Plan),,CHIR_IDrecVgqiEQTkZt7JRc-340166-CTEssential Four ,recVgqiEQTkZt7JRc,non-implanted only,6
Essential Five Tier Drug List (CT Health Plan),,CHIR_IDrecHcFyhRatGtPGP6-340167-CTEssential Five ,recHcFyhRatGtPGP6,non-implanted only,6
National Three Tier Drug List (CT Health Plan),,CHIR_IDrecMJhhz87iQbHt92-340168-CTNational Three ,recMJhhz87iQbHt92,both implanted and non-implanted,10
National Four Tier Drug List (CT Health Plan),,CHIR_IDreccmzzx65LnZIXt9-340169-CTNational Four T,reccmzzx65LnZIXt9,both implanted and non-implanted,10
National Five Tier Drug List (CT Health Plan),,CHIR_IDrecjLa8k9cTPozwC3-340170-CTNational Five T,recjLa8k9cTPozwC3,both implanted and non-implanted,10
National Closed Drug List (CT Health Plan),,CHIR_IDrecBD0sIDvrSaHGJm-340171-CTNational Closed,recBD0sIDvrSaHGJm,non-implanted only,5
National Direct Three Tier Drug List (CT Health Plan),,CHIR_IDrecKVNeqKrxgH5uVT-340172-CTNational Direct,recKVNeqKrxgH5uVT,both implanted and non-implanted,6
National Direct Four Tier Drug List (CT Health Plan),,CHIR_IDrectWyFr6zKuzgTAT-340173-CTNational Direct,rectWyFr6zKuzgTAT,both implanted and non-implanted,6
National Direct Five Tier Drug List (CT Health Plan),,CHIR_IDrecrFMy3o0LqaQyMU-340174-CTNational Direct,recrFMy3o0LqaQyMU,both implanted and non-implanted,6
National Direct Plus Three Tier Drug List (CT Health Plan),,CHIR_IDrec92sLOCLKDGxhdN-340175-CTNational Direct,rec92sLOCLKDGxhdN,both implanted and non-implanted,6
National Direct Plus Four Tier Drug List (CT Health Plan),,CHIR_IDrec4HS3Z6DgdQikQ6-340176-CTNational Direct,rec4HS3Z6DgdQikQ6,both implanted and non-implanted,6
National Direct Plus Five Tier Drug List (CT Health Plan),,CHIR_IDrecG28JufdSqXQChT-340177-CTNational Direct,recG28JufdSqXQChT,both implanted and non-implanted,6
Traditional Three Tier Drug List (CT Health Plan),,CHIR_IDreczLobY6muPQEU3N-340179-CTTraditional Thr,reczLobY6muPQEU3N,both implanted and non-implanted,11
Traditional Four Tier Drug List (CT Health Plan),,CHIR_IDrecFYRU4rrf6Lp7Ta-340180-CTTraditional Fou,recFYRU4rrf6Lp7Ta,both implanted and non-implanted,11
Traditional Five Tier Drug List (CT Health Plan),,CHIR_IDrecPNFjdSaxwsVElj-340181-CTTraditional Fiv,recPNFjdSaxwsVElj,both implanted and non-implanted,11
Clinical Criteria (Alabama),,CHIR_IDrecqR5bH0unDs7QgN-340768-ALClinical Criter,recqR5bH0unDs7QgN,non-implanted only,1
Clinical Criteria (Colorado),,CHIR_IDrecwXGygv1b5pDPra-340769-COClinical Criter,recwXGygv1b5pDPra,non-implanted only,1
Clinical Criteria (Florida),,CHIR_IDreczfkIfpSR2FGQPI-340770-FLClinical Criter,reczfkIfpSR2FGQPI,non-implanted only,1
Clinical Criteria (Georgia),,CHIR_IDrecIRrHIjSKzSd7fM-340771-GAClinical Criter,recIRrHIjSKzSd7fM,non-implanted only,1
Clinical Criteria (Illinois),,CHIR_IDrecff1XZAbv2NErCa-340772-ILClinical Criter,recff1XZAbv2NErCa,non-implanted only,1
Clinical Criteria (Kansas),,CHIR_IDrec4kVtpSE70PqyY0-340773-KSClinical Criter,rec4kVtpSE70PqyY0,non-implanted only,1
Clinical Criteria (Louisiana),,CHIR_IDrecTuxg7IDl1FTzUv-340774-LAClinical Criter,recTuxg7IDl1FTzUv,non-implanted only,1
Clinical Criteria (Michigan),,CHIR_IDrec1OxawR1n45mWVw-340775-MIClinical Criter,rec1OxawR1n45mWVw,non-implanted only,1
Clinical Criteria (Mississippi),,CHIR_IDrec05d6MCUsFblcHp-340776-MSClinical Criter,rec05d6MCUsFblcHp,non-implanted only,1
Clinical Criteria (Missouri),,CHIR_IDrec93aI0N4D1aWfbS-340778-MOClinical Criter,rec93aI0N4D1aWfbS,non-implanted only,1
Clinical Criteria (New Jersey),,CHIR_IDrecYrS7xaVuetM4sP-340781-NJClinical Criter,recYrS7xaVuetM4sP,non-implanted only,1
Clinical Criteria (New Mexico),,CHIR_IDrecLoGOmCowEFRAEj-340782-NMClinical Criter,recLoGOmCowEFRAEj,non-implanted only,1
Clinical Criteria (Ohio),,CHIR_IDrecBKbitrLdgxd9AR-340783-OHClinical Criter,recBKbitrLdgxd9AR,non-implanted only,1
Clinical Criteria (Oklahoma),,CHIR_IDrecwcZ0OZOWkuJWko-340787-OKClinical Criter,recwcZ0OZOWkuJWko,non-implanted only,1
Clinical Criteria (South Carolina),,CHIR_IDrecIYtt4gTxjBmILc-340790-SCClinical Criter,recIYtt4gTxjBmILc,non-implanted only,1
Clinical Criteria (Tennessee),,CHIR_IDreczpI5NIyoh2letB-340794-TNClinical Criter,reczpI5NIyoh2letB,non-implanted only,1
Clinical Criteria (Texas),,CHIR_IDrec24impckQpxdsR6-340799-TXClinical Criter,rec24impckQpxdsR6,non-implanted only,1
Clinical Criteria (Virginia),,CHIR_IDrecW87wwXRxw7IGXB-340807-VAClinical Criter,recW87wwXRxw7IGXB,non-implanted only,1
Clinical Criteria (Washington),,CHIR_IDrecYfbU8G0ViDeYcZ-340815-WAClinical Criter,recYfbU8G0ViDeYcZ,non-implanted only,1
Clinical Criteria (Wisconsin),,CHIR_IDrecFU2NyxL8Boum2l-340818-WIClinical Criter,recFU2NyxL8Boum2l,non-implanted only,1
Standard Control Choice Formulary Exclusions Drug List (Health Plan),,CHIR_IDrecWrNSoA1TzEM39M-340822-AKStandard Contro,recWrNSoA1TzEM39M,non-implanted only,2
Basic Control and Basic Control with ACSF Prior Authorization List (Health Plan),,CHIR_IDrecNYIScivoPWruDU-340824-AKBasic Control a,recNYIScivoPWruDU,no devices,0
CeQur Simplicity Insulin Delivery System,,CHIR_IDrecaWyRGVpjF8rBta-340956-ARCeQur Simplicit,recaWyRGVpjF8rBta,no devices,0
Advanced Control Choice Plan Formulary (Health Plan),,CHIR_IDrecB26CXyDh8l6Vq1-341588-AKAdvanced Contro,recB26CXyDh8l6Vq1,non-implanted only,2
Advanced Control Choice Plan Preventive Drug List (Health Plan),,CHIR_IDrecD6hl8pPj6FRbYR-341590-AKAdvanced Contro,recD6hl8pPj6FRbYR,non-implanted only,2
Advanced Control Choice Plan Chronic Drug List (Health Plan),,CHIR_IDrecqKY0xH18EYztI1-341591-AKAdvanced Contro,recqKY0xH18EYztI1,non-implanted only,2
Advanced Control Choice Plan Excluded Drug List (Health Plan),,CHIR_IDrecPZTySd1W6DVH73-341593-AKAdvanced Contro,recPZTySd1W6DVH73,non-implanted only,2
Standard Control Choice Plan Drug List (Health Plan),,CHIR_IDrecLVjkKWJGLYeT58-341596-AKStandard Contro,recLVjkKWJGLYeT58,non-implanted only,2
Standard Control Choice Plan Preventive Drug List (Health Plan),,CHIR_IDrecUjVns9RNCU3vbt-341597-AKStandard Contro,recUjVns9RNCU3vbt,non-implanted only,2
Standard Control Choice Plan Chronic Drug List (Health Plan),,CHIR_IDrecCzhSWt6No6SkGW-341598-AKStandard Contro,recCzhSWt6No6SkGW,non-implanted only,2
Standard Control Choice Plan with ACSF Drug List (Health Plan),,CHIR_IDrecx5fFJx0Gf2mFCx-341602-AKStandard Contro,recx5fFJx0Gf2mFCx,both implanted and non-implanted,10
Standard Control Choice Plan with ACSF Preventive Drug List (Health Plan),,CHIR_IDrecc20Lra6MlBlT3N-341604-AKStandard Contro,recc20Lra6MlBlT3N,non-implanted only,2
Standard Control Choice Plan with ACSF Excluded Drug List (Health Plan),,CHIR_IDrec4tKAoU4OV9XjWG-341606-AKStandard Contro,rec4tKAoU4OV9XjWG,non-implanted only,2
Standard Opt Out Plan Drug List (CA Health Plan),,CHIR_IDrec9WpSLIGFIa7NTl-341608-CAStandard Opt Ou,rec9WpSLIGFIa7NTl,both implanted and non-implanted,9
Cigna HealthCare Premiere 4-Tier Prescription Drug List (VA Health Plan),,CHIR_IDrecABP8O2d7rCsqhL-342579-VACigna HealthCar,recABP8O2d7rCsqhL,non-implanted only,4
Copay Assurance Plan Drug List (Health Plan),,CHIR_IDrecmJLPQD2qxK1hYY-342598-AKCopay Assurance,recmJLPQD2qxK1hYY,no devices,0
Medical ERA and EFT Form,,CHIR_IDrecSjut5DDAKfWSB5-342667-AKMedical ERA and,recSjut5DDAKfWSB5,no devices,0
Dental ERA and EFT Form,,CHIR_IDrecGVMjQTQT14JaTT-342668-AKDental ERA and ,recGVMjQTQT14JaTT,no devices,0
4-Tier Oscar Individual Plan Formulary (NC Health Plan),,CHIR_IDrecB9zAxpvBBHSCO6-342752-NC4-Tier Oscar In,recB9zAxpvBBHSCO6,non-implanted only,2
4-Tier Oscar Individual Plan Formulary (OH Health Plan),,CHIR_IDrecg8So6JxySMQsU3-342753-OH4-Tier Oscar In,recg8So6JxySMQsU3,non-implanted only,2
4-Tier Oscar Individual Plan Formulary (OK Health Plan),,CHIR_IDrecaju1ktWVH8fftf-342755-OK4-Tier Oscar In,recaju1ktWVH8fftf,non-implanted only,2
4-Tier Oscar Individual Plan Formulary (PA Health Plan),,CHIR_IDrec2lphwg6nqLNgyE-342756-PA4-Tier Oscar In,rec2lphwg6nqLNgyE,non-implanted only,2
4-Tier Oscar Individual Plan Formulary (TN Health Plan),,CHIR_IDrecwtcgXf57mXdJZ2-342758-TN4-Tier Oscar In,recwtcgXf57mXdJZ2,non-implanted only,2
4-Tier Oscar Individual Plan Formulary (TX Health Plan),,CHIR_IDrecqhxZo50K974Hx7-342759-TX4-Tier Oscar In,recqhxZo50K974Hx7,non-implanted only,2
4-Tier Oscar Individual Plan Formulary (VA Health Plan),,CHIR_IDrecdTylUmulVc8CNT-342760-VA4-Tier Oscar In,recdTylUmulVc8CNT,non-implanted only,2
4-Tier Oscar Individual Plan Formulary (AZ Health Plan),,CHIR_IDrecUf7qatosiD09ht-342761-AZ4-Tier Oscar In,recUf7qatosiD09ht,non-implanted only,2
4-Tier Oscar Individual Plan Formulary (FL Health Plan),,CHIR_IDrecOT2KASM9Cwo4Zz-342762-FL4-Tier Oscar In,recOT2KASM9Cwo4Zz,non-implanted only,2
4-Tier Oscar Individual Plan Formulary (GA Health Plan),,CHIR_IDrecLUMCzwgJshOpMt-342763-GA4-Tier Oscar In,recLUMCzwgJshOpMt,non-implanted only,2
4-Tier Oscar Individual Plan Formulary (IL Health Plan),,CHIR_IDrecksKr4Nx1H8i47y-342764-IL4-Tier Oscar In,recksKr4Nx1H8i47y,non-implanted only,2
4-Tier Oscar Individual Plan Formulary (IA Health Plan),,CHIR_IDrecStELh0Fs1ogRD0-342765-IA4-Tier Oscar In,recStELh0Fs1ogRD0,non-implanted only,2
4-Tier Oscar Individual Plan Formulary (KS Health Plan),,CHIR_IDrec7QhTfpbbw1f5nR-342766-KS4-Tier Oscar In,rec7QhTfpbbw1f5nR,non-implanted only,2
4-Tier Oscar Individual Plan Formulary (MI Health Plan),,CHIR_IDrecAd3OdR4mMJTLU0-342767-MI4-Tier Oscar In,recAd3OdR4mMJTLU0,non-implanted only,2
4-Tier Oscar Individual Plan Formulary (MO Health Plan),,CHIR_IDrec6u4FaUfgr4OFhq-342769-MO4-Tier Oscar In,rec6u4FaUfgr4OFhq,non-implanted only,2
4-Tier Oscar Individual Plan Formulary (NE Health Plan),,CHIR_IDrecxVqNNL7jcmHCAi-342770-NE4-Tier Oscar In,recxVqNNL7jcmHCAi,non-implanted only,2
2024 Provider Manual: Florida State Supplement,,CHIR_IDrecZNXN9NHX7FfHRK-344130-FL2024 Provider M,recZNXN9NHX7FfHRK,no devices,0
2024 Provider Manual: Georgia State Supplement,,CHIR_IDrecz53Kmd6qE1ep9o-344133-GA2024 Provider M,recz53Kmd6qE1ep9o,no devices,0
2024 Provider Manual - HMO,,CHIR_IDrechpE6tCmWUeCFVX-344135-IL2024 Provider M,rechpE6tCmWUeCFVX,no devices,0
2025 Oscar HMO IL Provider Manual Supplement,,CHIR_IDrecJHsuWFIsysC73g-344136-IL2025 Oscar HMO ,recJHsuWFIsysC73g,no devices,0
2024 KS IFP Provider Manual Supplement,,CHIR_IDreckm6droPUJC72tp-344146-KS2024 KS IFP Pro,reckm6droPUJC72tp,no devices,0
2024 MI IFP Provider Manual Supplement,,CHIR_IDrecpPAMON3xS46Xvh-344161-MI2024 MI IFP Pro,recpPAMON3xS46Xvh,no devices,0
2024 MO IFP Provider Manual Supplement,,CHIR_IDrecer17Ufjr5palFS-344166-MO2024 MO IFP Pro,recer17Ufjr5palFS,no devices,0
2024 NY IFP/SG Provider Manual Supplement,,CHIR_IDrecz2fojrElrX8ie5-344174-NY2024 NY IFP/SG ,recz2fojrElrX8ie5,no devices,0
2024 OK IFP Provider Manual Supplement,,CHIR_IDrecuykF9qx95MtvAT-344182-OK2024 OK IFP Pro,recuykF9qx95MtvAT,no devices,0
Oscar IFP/SG Provider Manual,,CHIR_IDrecEHWfq0ncHJk5Xj-344216-AROscar IFP/SG Pr,recEHWfq0ncHJk5Xj,no devices,0
2024 TN IFP Provider Manual Supplement,,CHIR_IDrec3Lg7UmcC2EdT3c-344217-TN2024 TN IFP Pro,rec3Lg7UmcC2EdT3c,no devices,0
2025 TX IFP Provider Manual Supplement,,CHIR_IDrecMNhk36UQsfI91h-344220-TX2025 TX IFP Pro,recMNhk36UQsfI91h,no devices,0
"Diagnosis Code Requirement Policy, Professional and Facility (Commercial and Individual Exchange)",,CHIR_IDrec9v9QOtUlLcouUE-344388-AKDiagnosis Code ,rec9v9QOtUlLcouUE,no devices,0
Colorado Prior Authorization Form,,CHIR_IDrecH5NkiFDN55pM7J-344584-COColorado Prior ,recH5NkiFDN55pM7J,no devices,0
KPCO Commercial and Medicare Guidelines (CO),,CHIR_IDrecBhIAvNxSx0V9I3-344743-COKPCO Commercial,recBhIAvNxSx0V9I3,no devices,0
PKCO Commercial Prior Authorization List (CO),,CHIR_IDrecQA5FSET0ejnid4-344745-COPKCO Commercial,recQA5FSET0ejnid4,no devices,0
KPCO Authorization Requirements Apria National Ordering Guide,,CHIR_IDrecoa36La8g9NJpF0-344747-COKPCO Authorizat,recoa36La8g9NJpF0,no devices,0
Medications Prior Authorization List,,CHIR_IDrecyeyUPbDvd5vw35-344748-COMedications Pri,recyeyUPbDvd5vw35,no devices,0
General Colorado Prior Authorization Form,,CHIR_IDrecP6mxjHtxGGqLpf-344750-COGeneral Colorad,recP6mxjHtxGGqLpf,no devices,0
Self-funded Utilization Management Provider Manual,,CHIR_IDrecETCrdip6NfGWpE-344752-COSelf-funded Uti,recETCrdip6NfGWpE,no devices,0
Kaiser Permanente Medical Care Program,,CHIR_IDrecQZLFB6r5MM1flx-344753-COKaiser Permanen,recQZLFB6r5MM1flx,no devices,0
Member Eligibility and Benefits Determination,,CHIR_IDreca55lC1vo5a2oHg-344754-COMember Eligibil,reca55lC1vo5a2oHg,no devices,0
Billing and Payment (Kaiser Permanente Colorado Provider Manual),,CHIR_IDrecBigE3sXjvhhwT5-344756-COBilling and Pay,recBigE3sXjvhhwT5,no devices,0
Provider Rights and Responsibilities (Kaiser Permanente Colorado Provider Manual),,CHIR_IDrecmQZoBnBmGYLxM9-344757-COProvider Rights,recmQZoBnBmGYLxM9,no devices,0
Member Rights and Responsibilities (Kaiser Permanente Colorado Provider Manual),,CHIR_IDrecJpVcaIuyoQbQvX-344758-COMember Rights a,recJpVcaIuyoQbQvX,no devices,0
Quality Oversight and Improvement (Kaiser Permanente Colorado Affiliate Provider and Practitioner Manual),,CHIR_IDrecOHPRsl2LVObDq0-344759-COQuality Oversig,recOHPRsl2LVObDq0,no devices,0
Compliance (Kaiser Permanente Colorado Provider Manual),,CHIR_IDrecjV0dWgSVQRvTXv-344760-COCompliance (Kai,recjV0dWgSVQRvTXv,no devices,0
Utilization Management (HMO) (CA Northern),,CHIR_IDrecXHGsnCrjzO3xVQ-344763-CAUtilization Man,recXHGsnCrjzO3xVQ,no devices,0
Utilization Management (Self-funded) (CA Northern),,CHIR_IDrecUisqDQeWghebEM-344764-CAUtilization Man,recUisqDQeWghebEM,no devices,0
Outside Referral Department (Provider Reference Guide) (CA Southern),,CHIR_IDrecxz0bDI0WpMPry4-344765-CAOutside Referra,recxz0bDI0WpMPry4,no devices,0
"General Prior Authorization Form (Northwest Regional Center) (OR, WA Commercial)",,CHIR_IDrecUXt4Cprkt6sSpk-344793-ORGeneral Prior A,recUXt4Cprkt6sSpk,no devices,0
"New Added Choice Authorization Request Form (OR, WA Commercial)",,CHIR_IDrecRPMbjT2Pv0qBTx-344794-ORNew Added Choic,recRPMbjT2Pv0qBTx,no devices,0
"Acute Care Hospital Timely Notification Policy (OR, WA Commercial)",,CHIR_IDrecNClnu5NgSkgu8I-344795-ORAcute Care Hosp,recNClnu5NgSkgu8I,no devices,0
"Authorization For Medical Care Form (OR, WA Commercial)",,CHIR_IDrecOwXofr2OUnpFOq-344796-ORAuthorization F,recOwXofr2OUnpFOq,no devices,0
"Service and Revenue Codes Requiring Prior Authorization (OR, WA Commercial)",,CHIR_IDrecYAVdYZs1Ckvn6I-344797-ORService and Rev,recYAVdYZs1Ckvn6I,no devices,0
Disputes and Appeals Overview,,CHIR_IDrec0tCi8NCNGtasNa-344822-AKDisputes and Ap,rec0tCi8NCNGtasNa,no devices,0
"Tzield (WA, OR Commercial, Medicare)",,"CHIR_IDrecqwLZ9rHLBm3Flz-344928-ORTzield (WA, OR ",recqwLZ9rHLBm3Flz,no devices,0
"Insulin Delivery Devices (CeQur Simplicity, InPen)",,CHIR_IDrecTIzxsDHpVqtNPR-346239-AKInsulin Deliver,recTIzxsDHpVqtNPR,no devices,0
Cigna Commercial Provider News,,CHIR_IDrecRpFXqc3HNAWkPH-346261-AKCigna Commercia,recRpFXqc3HNAWkPH,no devices,0
"PA Guidelines (MedImpact) (OR, WA Commercial)",,CHIR_IDrecMCmMfoCtfb7ULJ-348963-ORPA Guidelines (,recMCmMfoCtfb7ULJ,no devices,0
"Zituvimet (WA, OR Commercial, Medicare)",,"CHIR_IDrecARG6jJznaJhsV9-349294-ORZituvimet (WA, ",recARG6jJznaJhsV9,no devices,0
"Zituvio (WA, OR Commercial, Medicare)",,"CHIR_IDrecJHJo4jRbKgfGO6-349295-ORZituvio (WA, OR",recJHJo4jRbKgfGO6,no devices,0
Quantity Limit Exception Criteria,,CHIR_IDrecmyWYcJQIohruqR-349823-ARQuantity Limit ,recmyWYcJQIohruqR,no devices,0
Modifier 22 Increased Procedural Services,,CHIR_IDrectXNNWtZcpAvlhs-350003-AKModifier 22 Inc,rectXNNWtZcpAvlhs,no devices,0
Standard Opt-Out Formulary Exclusions Drug List,,CHIR_IDrecJozurOmBVeHyKs-350128-AKStandard Opt-Ou,recJozurOmBVeHyKs,no devices,0
"Weight Loss Agents (Saxenda, Wegovy, Zepbound) (Commercial)",,CHIR_IDrecPK2njxt9XktPtz-350381-AKWeight Loss Age,recPK2njxt9XktPtz,no devices,0
Prior Authorization/Step Therapy Drug Program List,,CHIR_IDrecAVxvH3TbmrFRzS-350553-TXPrior Authoriza,recAVxvH3TbmrFRzS,no devices,0
Surest Health Plans Prior Authorization Requirements,,CHIR_IDrecZIyhb7L8Gl3eGX-351177-AKSurest Health P,recZIyhb7L8Gl3eGX,no devices,0
Advance Prior Authorization Requirements for Neighborhood Health Partnership,,CHIR_IDrecY1pmJXioV8jylN-351178-FLAdvance Prior A,recY1pmJXioV8jylN,non-implanted only,1
Prior Authorization Requirements (Oxford Health Plans),,CHIR_IDrecsXhMaLXYyncqlD-351181-CTPrior Authoriza,recsXhMaLXYyncqlD,no devices,0
Prior Authorization Requirements for UnitedHealthcare of the River Valley,,CHIR_IDrecmEfWjJmflF7WvY-351183-AKPrior Authoriza,recmEfWjJmflF7WvY,non-implanted only,1
Prior Authorization Requirements for UnitedHealthcare West Commercial,,CHIR_IDrecqiZ6F4Q50DPeEh-351186-CAPrior Authoriza,recqiZ6F4Q50DPeEh,non-implanted only,1
"Cigna Healthcare Medicare Advantage Coverage Policy Development and Application (Commercial, Medicare Advantage)",,CHIR_IDrecjFVhZo6gopL9xZ-352056-AKCigna Healthcar,recjFVhZo6gopL9xZ,no devices,0
Cushing's (Korlym),,CHIR_IDrecuv0hGGIlK7Qltf-352204-AKCushing's (Korl,recuv0hGGIlK7Qltf,no devices,0
